CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
9414.0,64.0,Female,53062.0,Referral,Consideration,1181.9456357343688,0.095229376,0.06017059,27.0,8.092357150824213,1.3874709461105086,53.0,7.0,2.0,1.0,4368.0,IsConfid,ToolConfid,0
9373.0,68.0,Female,59605.0,Email,Awareness,1523.5257108232572,0.1530096628492903,0.044674737000000006,43.0,3.308818850478139,0.9961380194242402,61.0,16.0,6.0,1.0,443.0,IsConfid,ToolConfid,0
9519.0,57.0,Male,63715.0,Social Media,Consideration,4496.073644096137,0.24149593764844,0.0331605753338456,44.0,2.204615766210233,7.628809075871342,85.0,4.0,2.0,1.0,4179.0,IsConfid,ToolConfid,0
9100.0,55.0,Female,32901.0,SEO,Retention,3377.5071332894613,0.1479559279521708,0.1058304258081454,4.0,2.9719445321708746,0.7233625445822156,16.0,16.0,9.0,5.0,288.0,IsConfid,ToolConfid,0
9752.0,58.0,Female,73046.0,Referral,Awareness,6277.047746280007,0.029906838220260606,0.03799279999999999,16.0,7.368154729899031,0.8268784623009635,39.0,0.0,2.0,6.0,3614.0,IsConfid,ToolConfid,0
9004.0,54.0,Male,64134.0,Social Media,Conversion,2382.6930457430703,0.084414065,0.028222782687727294,34.0,6.915261142582506,2.4299085073559086,73.0,4.0,8.0,0.0,4093.0,IsConfid,ToolConfid,0
8308.0,37.0,Male,53326.0,Email,Awareness,2799.6214964758306,0.1210998380635723,0.012951661966950107,43.0,2.8160990292602923,2.90584921374231,56.0,11.0,1.0,7.0,3241.0,IsConfid,ToolConfid,0
8878.0,28.0,Male,41972.00000000001,Social Media,Consideration,1253.7863703716553,0.04955082742754009,0.043534709,16.0,7.490898149784119,4.597934082383748,21.000000000000004,0.0,7.0,3.0,2895.0,IsConfid,ToolConfid,0
9132.0,66.0,Female,135925.0,Referral,Awareness,2918.5230214850926,0.2071049873292504,0.024659607042541193,6.0,1.8951699604531704,1.4709076919124175,98.0,12.0,3.0,9.0,1765.0,IsConfid,ToolConfid,0
8249.0,69.0,Female,37580.0,Referral,Awareness,2836.1701289520597,0.1555483240989902,0.1157442077905791,23.0,1.9022861755784426,0.5879704346491597,54.0,5.0,6.0,1.0,156.0,IsConfid,ToolConfid,0
8580.0,67.0,Female,42791.0,PPC,Awareness,2627.900017889859,0.081048322,0.021203735116524,41.0,7.547701047,4.824896617825387,15.0,2.000000000000001,8.0,0.0,2219.0,IsConfid,ToolConfid,0
9174.0,50.0,Male,107753.0,Referral,Retention,7609.37959348101,0.1166550784690355,0.07336725,25.0,1.9221615760415092,4.262413007,3.0,1.0,2.0,8.0,523.0000000000002,IsConfid,ToolConfid,0
8501.0,56.0,Male,48756.0,Social Media,Retention,1739.0127367740902,0.058853358999999994,0.084688261,1.0,1.3891979421942855,12.342669398267038,6.0,12.0,0.0,9.0,1633.0,IsConfid,ToolConfid,0
9817.0,67.0,Female,109067.0,Email,Awareness,1387.8075617289942,0.2080204594275251,0.048306381,0.0,7.747604972323803,4.054662593576586,27.0,13.0,4.0,1.0,3626.0,IsConfid,ToolConfid,0
8113.0,25.0,Female,67659.0,Referral,Conversion,2135.8877121490145,0.041469984,0.0535687162928589,34.0,2.692540546444005,3.2341158317995955,72.0,8.0,0.0,0.0,4643.0,IsConfid,ToolConfid,0
9647.0,35.0,Female,148536.0,Social Media,Retention,4960.123626935083,0.1990366330518449,0.1114454549283039,15.0,1.0914201412429465,2.630523965161532,70.0,17.0,0.0,1.0,3456.0,IsConfid,ToolConfid,0
9817.0,67.0,Female,109067.0,Email,Awareness,1387.8075617289942,0.2080204594275251,0.048306381,0.0,7.747604972323803,4.054662593576586,27.0,13.0,4.0,1.0,3626.0,IsConfid,ToolConfid,0
9134.0,61.0,Male,79185.0,Referral,Consideration,1211.717741957988,0.1322664960301417,0.043153832999999996,18.0,2.4129102320628624,7.707549754521623,7.0,1.0,2.0,0.0,2410.0,IsConfid,ToolConfid,0
9885.0,23.0,Male,147727.0,Referral,Consideration,877.4241467586544,0.110512906,0.124958223316921,3.0,1.3713847868586022,10.94530606234678,98.0,1.0,2.0,9.0,3312.0,IsConfid,ToolConfid,0
8878.0,28.0,Male,41972.00000000001,Social Media,Consideration,1253.7863703716553,0.04955082742754009,0.043534709,16.0,7.490898149784119,4.597934082383748,21.000000000000004,0.0,7.0,3.0,2895.0,IsConfid,ToolConfid,0
8113.0,25.0,Female,67659.0,Referral,Conversion,2135.8877121490145,0.041469984,0.0535687162928589,34.0,2.692540546444005,3.2341158317995955,72.0,8.0,0.0,0.0,4643.0,IsConfid,ToolConfid,0
9690.0,56.0,Female,52399.0,Email,Retention,491.5522203999999,0.049489559,0.1993079177258105,11.0,5.988658954,2.4020156754877524,83.0,6.0,1.0,0.0,1413.0,IsConfid,ToolConfid,0
9519.0,57.0,Male,63715.0,Social Media,Consideration,4496.073644096137,0.24149593764844,0.0331605753338456,44.0,2.204615766210233,7.628809075871342,85.0,4.0,2.0,1.0,4179.0,IsConfid,ToolConfid,0
8775.0,67.0,Male,101738.0,Referral,Retention,4142.958838,0.02243742923212519,0.085415533,0.0,7.347263714192531,3.826881540132917,88.0,10.0,2.0,4.0,389.0,IsConfid,ToolConfid,0
8775.0,67.0,Male,101738.0,Referral,Retention,4142.958838,0.02243742923212519,0.085415533,0.0,7.347263714192531,3.826881540132917,88.0,10.0,2.0,4.0,389.0,IsConfid,ToolConfid,0
9625.0,34.0,Male,65833.0,Email,Awareness,7789.473799,0.1594803144506613,0.047474533000000006,23.0,2.549578639542599,8.850739717855895,36.0,10.0,0.0,1.0,61.0,IsConfid,ToolConfid,0
9100.0,55.0,Female,32901.0,SEO,Retention,3377.5071332894613,0.1479559279521708,0.1058304258081454,4.0,2.9719445321708746,0.7233625445822156,16.0,16.0,9.0,5.0,288.0,IsConfid,ToolConfid,0
9414.0,64.0,Female,53062.0,Referral,Consideration,1181.9456357343688,0.095229376,0.06017059,27.0,8.092357150824213,1.3874709461105086,53.0,7.0,2.0,1.0,4368.0,IsConfid,ToolConfid,0
8853.0,49.0,Female,63751.0,SEO,Awareness,1275.7121558949302,0.056429451153514304,0.029446695999999994,40.0,8.509201226600347,8.844412646046289,9.0,5.0,1.0,3.0,1216.0,IsConfid,ToolConfid,0
8286.0,59.0,Female,24333.0,Referral,Retention,2649.600957381776,0.08874269,0.096911316,45.0,7.891711871397886,2.8326769737321316,34.0,0.0,2.0,6.0,3377.0,IsConfid,ToolConfid,0
9495.0,40.0,Female,116355.0,SEO,Conversion,2982.271818045756,0.063326474,0.054677267,9.0,7.345844178849648,1.5966869864429025,97.0,0.0,0.0,6.0,1322.0,IsConfid,ToolConfid,0
8580.0,67.0,Female,42791.0,PPC,Awareness,2627.900017889859,0.081048322,0.021203735116524,41.0,7.547701047,4.824896617825387,15.0,2.000000000000001,8.0,0.0,2219.0,IsConfid,ToolConfid,0
